Listening on COM8 at 115200 baud (8E1)...
COBS Decode Error
Accel: X=    48 Y=  -724 Z= 18448 | Gyro: X=  -254 Y=  -675 Z=   -96 | Temp:  35.0 °C
Accel: X=   136 Y=  -668 Z= 18328 | Gyro: X=  -240 Y=  -638 Z=   -93 | Temp:  35.1 °C
Accel: X=   280 Y=  -644 Z= 18364 | Gyro: X=  -229 Y=  -672 Z=   -82 | Temp:  35.0 °C
Accel: X=    52 Y=  -768 Z= 18184 | Gyro: X=  -228 Y=  -643 Z=   -83 | Temp:  35.0 °C
Accel: X=   180 Y=  -748 Z= 18452 | Gyro: X=  -251 Y=  -672 Z=   -80 | Temp:  35.0 °C
Accel: X=   140 Y=  -728 Z= 18204 | Gyro: X=  -264 Y=  -658 Z=   -81 | Temp:  35.1 °C
Accel: X=   132 Y=  -620 Z= 18184 | Gyro: X=  -262 Y=  -682 Z=   -71 | Temp:  35.0 °C
Accel: X=   108 Y=  -664 Z= 18452 | Gyro: X=  -271 Y=  -682 Z=   -72 | Temp:  35.0 °C
Accel: X=   220 Y=  -752 Z= 18328 | Gyro: X=  -234 Y=  -668 Z=  -105 | Temp:  35.0 °C
Accel: X=   232 Y=  -748 Z= 18208 | Gyro: X=  -253 Y=  -641 Z=   -98 | Temp:  35.0 °C
Accel: X=    60 Y=  -728 Z= 18336 | Gyro: X=  -242 Y=  -640 Z=   -97 | Temp:  35.0 °C
Accel: X=   156 Y=  -828 Z= 18540 | Gyro: X=  -246 Y=  -679 Z=   -85 | Temp:  35.0 °C
Accel: X=   140 Y=  -720 Z= 18464 | Gyro: X=  -252 Y=  -650 Z=   -75 | Temp:  35.1 °C
Accel: X=   140 Y=  -768 Z= 18500 | Gyro: X=  -257 Y=  -628 Z=   -92 | Temp:  35.1 °C
